Ensembl	Gene_Name	ProbeID	Average_RMA	p.value	Fold_Change	q.value	DE	Probes_per_gene	Multiple_probes 	Biotype	Chr	Gene_start	Gene_Description
ENSMUSG00000024869	Nudt8	1450707_at	6.82	6.3550E-01	0.98	4.4243E-01	0	2	N/A	protein_coding	19	4000580	nudix (nucleoside diphosphate linked moiety X)-type motif 8 Gene [Source:MGI (curated);Acc:MGI:1913637]
ENSMUSG00000036992	Nxt1	1422488_at	7.85	6.3547E-01	0.98	4.4243E-01	0	1	N/A	protein_coding	2	148498337	NTF2-related export protein 1 Gene [Source:MGI (curated);Acc:MGI:1929619]
ENSMUSG00000030082	Sec61a1	1416191_at	8.12	6.3547E-01	0.97	4.4243E-01	0	6	N/A	protein_coding	6	88453595	Sec61 alpha 1 subunit (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1858417]
ENSMUSG00000024935	Slc1a1	1460386_a_at	8.42	6.3543E-01	0.96	4.4243E-01	0	3	N/A	protein_coding	19	28909539	"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1 Gene [Source:MGI (curated);Acc:MGI:105083]"
ENSMUSG00000022340	5730410E15Rik	1438667_at	10.48	6.3568E-01	1.02	4.4245E-01	0	1	N/A	protein_coding	15	44503405	RIKEN cDNA 5730410E15 gene Gene [Source:MGI Symbol;Acc:MGI:2442392]
ENSMUSG00000036103	Colec12	1419693_at	4.95	6.3567E-01	1.02	4.4245E-01	0	1	N/A	protein_coding	18	9707657	collectin sub-family member 12 Gene [Source:MGI Symbol;Acc:MGI:2152907]
ENSMUSG00000007029	Vars	1448472_at	7.95	6.3566E-01	0.98	4.4245E-01	0	1	N/A	protein_coding	17	35138078	valyl-tRNA synthetase Gene [Source:MGI Symbol;Acc:MGI:90675]
ENSMUSG00000006435	Neurl1a	1451872_a_at	7.81	6.3597E-01	1.03	4.4247E-01	0	2	N/A	protein_coding	19	47253485	neuralized homolog 1A (Drosophila) Gene [Source:MGI Symbol;Acc:MGI:1334263]
ENSMUSG00000038150	Ormdl3	1419450_at	8.04	6.3589E-01	1.03	4.4247E-01	0	1	N/A	protein_coding	11	98442570	ORM1-like 3 (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1913862]
ENSMUSG00000032387	Rbpms2	1424008_a_at	6.65	6.3592E-01	1.02	4.4247E-01	0	1	N/A	protein_coding	9	65478366	RNA binding protein with multiple splicing 2 Gene [Source:MGI Symbol;Acc:MGI:1919223]
ENSMUSG00000039917	Rhbdd2	1426443_at	8.27	6.3592E-01	1.01	4.4247E-01	0	2	N/A	protein_coding	5	136108488	rhomboid domain containing 2 Gene [Source:MGI (curated);Acc:MGI:1915612]
ENSMUSG00000040389	Wdr47	1437257_at	8.11	6.3593E-01	0.97	4.4247E-01	0	2	N/A	protein_coding	3	108394197	WD repeat domain 47 Gene [Source:MGI (curated);Acc:MGI:2139593]
ENSMUSG00000031511	Arhgef7	1424482_at	8.95	6.3603E-01	0.98	4.4248E-01	0	2	N/A	protein_coding	8	11728105	Rho guanine nucleotide exchange factor (GEF7) Gene [Source:MGI (curated);Acc:MGI:1860493]
ENSMUSG00000031984	2810004N23Rik	1448947_at	7.58	6.3627E-01	0.98	4.4258E-01	0	1	N/A	protein_coding	8	127363257	RIKEN cDNA 2810004N23 gene Gene [Source:MGI Symbol;Acc:MGI:1913773]
ENSMUSG00000004633	Chn2	1428574_a_at	8.03	6.3627E-01	1.04	4.4258E-01	0	2	N/A	protein_coding	6	53989548	chimerin (chimaerin) 2 Gene [Source:MGI (curated);Acc:MGI:1917243]
ENSMUSG00000022362	9130401M01Rik	1452215_at	8.71	6.3654E-01	1.02	4.4262E-01	0	1	N/A	protein_coding	15	57853831	RIKEN cDNA 9130401M01 gene Gene [Source:MGI Symbol;Acc:MGI:1923008]
ENSMUSG00000078548	AC132567.2	1424540_at	10.36	6.3643E-01	1.01	4.4262E-01	0	1	N/A	pseudogene	3	103545275	N/A
ENSMUSG00000020846	Fam101b	1429764_at	7.15	6.3649E-01	0.96	4.4262E-01	0	2	N/A	protein_coding	11	75832696	"family with sequence similarity 101, member B Gene [Source:MGI (curated);Acc:MGI:1923816]"
ENSMUSG00000024735	Prpf19	1449635_at	10.04	6.3660E-01	0.98	4.4262E-01	0	2	N/A	protein_coding	19	10969733	PRP19/PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae) Gene [Source:MGI Symbol;Acc:MGI:106247]
ENSMUSG00000004637	Wwox	1438517_at	5.89	6.3658E-01	1.02	4.4262E-01	0	3	N/A	protein_coding	8	116963555	WW domain-containing oxidoreductase Gene [Source:MGI (curated);Acc:MGI:1931237]
ENSMUSG00000052581	Lrrtm4	1455937_at	7.26	6.3687E-01	1.04	4.4278E-01	0	2	N/A	protein_coding	6	79968871	leucine rich repeat transmembrane neuronal 4 Gene [Source:MGI (curated);Acc:MGI:2389180]
ENSMUSG00000000600	Krit1	1448701_a_at	8.12	6.3723E-01	1.02	4.4296E-01	0	1	N/A	protein_coding	5	3803189	"KRIT1, ankyrin repeat containing Gene [Source:MGI Symbol;Acc:MGI:1930618]"
ENSMUSG00000022519	Srl	1436867_at	6.41	6.3719E-01	0.98	4.4296E-01	0	1	N/A	protein_coding	16	4480216	sarcalumenin Gene [Source:MGI (curated);Acc:MGI:2146620]
ENSMUSG00000022914	Brwd1	1433955_at	9.53	6.3752E-01	0.98	4.4308E-01	0	3	N/A	protein_coding	16	96214056	bromodomain and WD repeat domain containing 1 Gene [Source:MGI (curated);Acc:MGI:1890651]
ENSMUSG00000045193	Cirbp	1416332_at	8.81	6.3777E-01	0.97	4.4308E-01	0	1	N/A	protein_coding	10	79628730	cold inducible RNA binding protein Gene [Source:MGI (curated);Acc:MGI:893588]
ENSMUSG00000045867	Cradd	1427505_a_at	6.70	6.3777E-01	1.02	4.4308E-01	0	1	N/A	protein_coding	10	94637899	CASP2 and RIPK1 domain containing adaptor with death domain Gene [Source:MGI Symbol;Acc:MGI:1336168]
ENSMUSG00000019843	Fyn	1417558_at	10.24	6.3782E-01	0.98	4.4308E-01	0	2	N/A	protein_coding	10	39088661	Fyn proto-oncogene Gene [Source:MGI (curated);Acc:MGI:95602]
ENSMUSG00000061080	Lsamp	1435895_at	10.84	6.3773E-01	1.02	4.4308E-01	0	2	N/A	protein_coding	16	41532971	limbic system-associated membrane protein Gene [Source:MGI (curated);Acc:MGI:1261760]
ENSMUSG00000085891	RP23-226M12.1	1458164_at	5.87	6.3764E-01	0.98	4.4308E-01	0	1	N/A	processed_transcript	X	12339404	N/A
ENSMUSG00000086158	RP24-176F12.4	1452935_at	7.01	6.3756E-01	0.97	4.4308E-01	0	1	N/A	processed_transcript	9	72827531	N/A
ENSMUSG00000071074	Yipf3	1444012_at	5.98	6.3772E-01	1.02	4.4308E-01	0	2	N/A	protein_coding	17	46385029	"Yip1 domain family, member 3 Gene [Source:MGI (curated);Acc:MGI:106280]"
ENSMUSG00000031948	Kars	1416068_at	9.62	6.3812E-01	0.98	4.4322E-01	0	1	N/A	protein_coding	8	114517345	lysyl-tRNA synthetase Gene [Source:MGI Symbol;Acc:MGI:1934754]
ENSMUSG00000069769	Msi2	1441185_at	7.78	6.3812E-01	0.96	4.4322E-01	0	4	N/A	protein_coding	11	88152884	Musashi homolog 2 (Drosophila) Gene [Source:MGI (curated);Acc:MGI:1923876]
ENSMUSG00000039182	AW209491	1423512_at	9.41	6.3819E-01	1.01	4.4323E-01	0	1	N/A	protein_coding	13	14722544	UPF0415 protein C7orf25 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q91WD4]
ENSMUSG00000045969	Ing1	1448496_a_at	9.64	6.3846E-01	0.98	4.4324E-01	0	1	N/A	protein_coding	8	11556065	"inhibitor of growth family, member 1 Gene [Source:MGI Symbol;Acc:MGI:1349481]"
ENSMUSG00000038695	Josd2	1449046_a_at	9.09	6.3830E-01	1.04	4.4324E-01	0	1	N/A	protein_coding	7	51723350	Josephin domain containing 2 Gene [Source:MGI (curated);Acc:MGI:1913374]
ENSMUSG00000003437	Paf1	1416874_a_at	7.98	6.3843E-01	1.02	4.4324E-01	0	1	N/A	protein_coding	7	29177970	"Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1923988]"
ENSMUSG00000030870	Ubfd1	1434078_at	9.36	6.3841E-01	0.98	4.4324E-01	0	4	N/A	protein_coding	7	129210689	ubiquitin family domain containing 1 Gene [Source:MGI (curated);Acc:MGI:107301]
ENSMUSG00000030094	Xpc	1422532_at	7.57	6.3845E-01	0.98	4.4324E-01	0	1	N/A	protein_coding	6	91439299	"xeroderma pigmentosum, complementation group C Gene [Source:MGI (curated);Acc:MGI:103557]"
ENSMUSG00000027674	Pex5l	1458932_at	6.78	6.3855E-01	1.03	4.4327E-01	0	3	N/A	protein_coding	3	32848556	peroxisomal biogenesis factor 5-like Gene [Source:MGI (curated);Acc:MGI:1916672]
ENSMUSG00000047216	Cdh19	1457373_at	6.88	6.3879E-01	1.04	4.4337E-01	0	1	N/A	protein_coding	1	112785772	"cadherin 19, type 2 Gene [Source:MGI Symbol;Acc:MGI:3588198]"
ENSMUSG00000015312	Gadd45b	1450971_at	7.72	6.3877E-01	1.03	4.4337E-01	0	1	N/A	protein_coding	10	80392819	growth arrest and DNA-damage-inducible 45 beta Gene [Source:MGI Symbol;Acc:MGI:107776]
ENSMUSG00000029212	Gabrb1	1419719_at	11.30	6.3899E-01	1.02	4.4343E-01	0	1	N/A	protein_coding	5	72091171	"gamma-aminobutyric acid (GABA) A receptor, subunit beta 1 Gene [Source:MGI (curated);Acc:MGI:95619]"
ENSMUSG00000026608	Kctd3	1455816_a_at	11.08	6.3897E-01	0.98	4.4343E-01	0	1	N/A	protein_coding	1	190794977	potassium channel tetramerisation domain containing 3 Gene [Source:MGI Symbol;Acc:MGI:2444629]
ENSMUSG00000027589	Pcmtd2	1427074_at	10.12	6.3904E-01	0.98	4.4343E-01	0	1	N/A	protein_coding	2	181572559	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 Gene [Source:MGI (curated);Acc:MGI:1923927]
ENSMUSG00000024854	Pold4	1427885_at	7.40	6.3918E-01	1.02	4.4349E-01	0	1	N/A	protein_coding	19	4231978	"polymerase (DNA-directed), delta 4 Gene [Source:MGI Symbol;Acc:MGI:1916995]"
ENSMUSG00000038668	Lpar1	1417143_at	8.70	6.3927E-01	1.05	4.4352E-01	0	3	N/A	protein_coding	4	58448127	lysophosphatidic acid receptor 1 Gene [Source:MGI (curated);Acc:MGI:108429]
ENSMUSG00000051703	Tmem198	1455192_at	8.21	6.3932E-01	1.03	4.4352E-01	0	1	N/A	protein_coding	1	75476107	transmembrane protein 198 Gene [Source:MGI (curated);Acc:MGI:2443133]
ENSMUSG00000033585	Ndn	1435382_at	12.37	6.3967E-01	1.02	4.4373E-01	0	2	N/A	protein_coding	7	69493163	necdin Gene [Source:MGI Symbol;Acc:MGI:97290]
ENSMUSG00000026643	Nmt2	1444387_at	7.54	6.3972E-01	0.97	4.4373E-01	0	4	N/A	protein_coding	2	3201484	N-myristoyltransferase 2 Gene [Source:MGI (curated);Acc:MGI:1202298]
ENSMUSG00000030980	2310008H09Rik	1436541_at	6.71	6.3985E-01	0.98	4.4378E-01	0	2	N/A	protein_coding	7	125985751	RIKEN cDNA 2310008H09 gene Gene [Source:MGI Symbol;Acc:MGI:1913606]
ENSMUSG00000089704	Galnt2	1452182_at	8.94	6.4032E-01	0.99	4.4392E-01	0	2	N/A	protein_coding	8	122434741	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 Gene [Source:MGI (curated);Acc:MGI:894694]
ENSMUSG00000028923	Necap2	1418962_at	8.27	6.4035E-01	1.02	4.4392E-01	0	1	N/A	protein_coding	4	140622427	NECAP endocytosis associated 2 Gene [Source:MGI (curated);Acc:MGI:1913397]
ENSMUSG00000029152	Ociad1	1449889_a_at	11.76	6.4025E-01	0.99	4.4392E-01	0	1	N/A	protein_coding	5	73684063	OCIA domain containing 1 Gene [Source:MGI Symbol;Acc:MGI:1915345]
ENSMUSG00000024725	Ostf1	1452246_at	6.99	6.4026E-01	0.97	4.4392E-01	0	1	N/A	protein_coding	19	18653818	osteoclast stimulating factor 1 Gene [Source:MGI (curated);Acc:MGI:700012]
ENSMUSG00000046223	Plaur	1452521_a_at	5.86	6.4028E-01	0.98	4.4392E-01	0	1	N/A	protein_coding	7	25247519	"plasminogen activator, urokinase receptor Gene [Source:MGI Symbol;Acc:MGI:97612]"
ENSMUSG00000021180	Rps6ka5	1439004_at	6.26	6.4017E-01	1.05	4.4392E-01	0	3	N/A	protein_coding	12	101787988	"ribosomal protein S6 kinase, polypeptide 5 Gene [Source:MGI Symbol;Acc:MGI:1920336]"
ENSMUSG00000031790	Mmp15	1439734_at	6.59	6.4043E-01	0.97	4.4393E-01	0	2	N/A	protein_coding	8	97876168	matrix metallopeptidase 15 Gene [Source:MGI (curated);Acc:MGI:109320]
ENSMUSG00000038002	Cramp1l	1422413_at	6.51	6.4052E-01	1.02	4.4396E-01	0	1	N/A	protein_coding	17	25098248	"Crm, cramped-like (Drosophila) Gene [Source:MGI Symbol;Acc:MGI:1930190]"
ENSMUSG00000053334	Ficd	1454796_at	6.74	6.4066E-01	1.02	4.4399E-01	0	1	N/A	protein_coding	5	114185812	FIC domain containing Gene [Source:MGI Symbol;Acc:MGI:1098550]
ENSMUSG00000023912	Slc25a27	1454230_a_at	7.13	6.4065E-01	0.98	4.4399E-01	0	3	N/A	protein_coding	17	43778849	"solute carrier family 25, member 27 Gene [Source:MGI Symbol;Acc:MGI:1921261]"
ENSMUSG00000006932	Ctnnb1	1420811_a_at	12.84	6.4105E-01	1.01	4.4422E-01	0	3	N/A	protein_coding	9	120838334	"catenin (cadherin associated protein), beta 1 Gene [Source:MGI (curated);Acc:MGI:88276]"
ENSMUSG00000029598	Plbd2	1423425_at	7.57	6.4127E-01	0.98	4.4434E-01	0	2	N/A	protein_coding	5	120933291	phospholipase B domain containing 2 Gene [Source:MGI (curated);Acc:MGI:1919022]
ENSMUSG00000040720	1110037F02Rik	1427906_at	8.38	6.4162E-01	1.02	4.4453E-01	0	2	N/A	protein_coding	4	11413105	RIKEN cDNA 1110037F02 gene Gene [Source:MGI Symbol;Acc:MGI:1913435]
ENSMUSG00000030096	Slc6a6	1420148_at	6.91	6.4164E-01	0.97	4.4453E-01	0	3	N/A	protein_coding	6	91634089	"solute carrier family 6 (neurotransmitter transporter, taurine), member 6 Gene [Source:MGI Symbol;Acc:MGI:98488]"
ENSMUSG00000034160	Ogt	1425516_at	9.90	6.4177E-01	0.97	4.4454E-01	0	4	N/A	protein_coding	X	98835399	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase) Gene [Source:MGI (curated);Acc:MGI:1339639]
ENSMUSG00000057254	Zfp870	1455621_at	4.85	6.4174E-01	0.98	4.4454E-01	0	1	N/A	protein_coding	17	33016173	zinc finger protein 870 Gene [Source:MGI Symbol;Acc:MGI:3029586]
ENSMUSG00000040363	Bcor	1452910_at	5.86	6.4187E-01	1.02	4.4456E-01	0	2	N/A	protein_coding	X	11613866	BCL6 interacting corepressor Gene [Source:MGI (curated);Acc:MGI:1918708]
ENSMUSG00000020694	Tlk2	1457357_at	5.72	6.4189E-01	1.04	4.4456E-01	0	4	N/A	protein_coding	11	105040121	tousled-like kinase 2 (Arabidopsis) Gene [Source:MGI (curated);Acc:MGI:1346023]
ENSMUSG00000075703	Ept1	1432374_a_at	6.80	6.4217E-01	0.97	4.4471E-01	0	3	N/A	protein_coding	5	30559121	ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific) Gene [Source:MGI Symbol;Acc:MGI:107898]
ENSMUSG00000048581	E130311K13Rik	1439531_at	7.72	6.4238E-01	1.02	4.4478E-01	0	1	N/A	protein_coding	3	63718606	RIKEN cDNA E130311K13 gene Gene [Source:MGI Symbol;Acc:MGI:3607716]
ENSMUSG00000024431	Nr3c1	1460303_at	9.84	6.4242E-01	1.02	4.4478E-01	0	3	N/A	protein_coding	18	39570199	"nuclear receptor subfamily 3, group C, member 1 Gene [Source:MGI (curated);Acc:MGI:95824]"
ENSMUSG00000041328	Pcf11	1427160_at	7.92	6.4233E-01	0.97	4.4478E-01	0	3	N/A	protein_coding	7	99792222	cleavage and polyadenylation factor subunit homolog (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1919579]
ENSMUSG00000022565	Plec	1434610_at	8.73	6.4256E-01	0.98	4.4484E-01	0	1	N/A	protein_coding	15	76001406	plectin Gene [Source:MGI Symbol;Acc:MGI:1277961]
ENSMUSG00000037709	Fam13a	1456611_at	7.43	6.4264E-01	0.99	4.4486E-01	0	1	N/A	protein_coding	6	58883534	"family with sequence similarity 13, member A Gene [Source:MGI Symbol;Acc:MGI:1889842]"
ENSMUSG00000024982	Zdhhc6	1441763_at	5.13	6.4283E-01	0.97	4.4496E-01	0	1	N/A	protein_coding	19	55364080	"zinc finger, DHHC domain containing 6 Gene [Source:MGI Symbol;Acc:MGI:1914230]"
ENSMUSG00000029190	D5Ertd579e	1454680_at	10.28	6.4328E-01	1.02	4.4523E-01	0	1	N/A	protein_coding	5	36943134	Uncharacterized protein KIAA0232  [Source:UniProtKB/Swiss-Prot;Acc:Q80U59]
ENSMUSG00000053062	Jam2	1419288_at	7.37	6.4341E-01	0.98	4.4523E-01	0	3	N/A	protein_coding	16	84774368	junction adhesion molecule 2 Gene [Source:MGI (curated);Acc:MGI:1933820]
ENSMUSG00000050663	Trhde	1457156_at	6.88	6.4335E-01	1.04	4.4523E-01	0	1	N/A	protein_coding	10	113835879	TRH-degrading enzyme Gene [Source:MGI (curated);Acc:MGI:2384311]
ENSMUSG00000032854	Ugt8a	1419064_a_at	9.43	6.4343E-01	1.05	4.4523E-01	0	2	N/A	protein_coding	3	125568190	UDP galactosyltransferase 8A Gene [Source:MGI Symbol;Acc:MGI:109522]
ENSMUSG00000020570	Sypl	1422880_at	10.00	6.4355E-01	1.02	4.4528E-01	0	5	N/A	protein_coding	12	33638756	synaptophysin-like protein Gene [Source:MGI (curated);Acc:MGI:108081]
ENSMUSG00000045098	Suv420h1	1455171_at	8.29	6.4370E-01	0.99	4.4535E-01	0	2	N/A	protein_coding	19	3767421	suppressor of variegation 4-20 homolog 1 (Drosophila) Gene [Source:MGI (curated);Acc:MGI:2444557]
ENSMUSG00000030243	Recql	1447198_at	4.46	6.4390E-01	1.02	4.4545E-01	0	3	N/A	protein_coding	6	142298862	RecQ protein-like Gene [Source:MGI (curated);Acc:MGI:103021]
ENSMUSG00000048707	Tprn	1426809_at	7.63	6.4406E-01	1.02	4.4553E-01	0	1	N/A	protein_coding	2	25118138	taperin Gene [Source:MGI Symbol;Acc:MGI:2139535]
ENSMUSG00000022364	Wdr67	1434241_at	7.12	6.4418E-01	0.98	4.4558E-01	0	1	N/A	protein_coding	15	57743754	WD repeat domain 67 Gene [Source:MGI (curated);Acc:MGI:2684931]
ENSMUSG00000087141	Plcxd2	1455324_at	10.56	6.4438E-01	0.96	4.4568E-01	0	2	N/A	protein_coding	16	45959376	"phosphatidylinositol-specific phospholipase C, X domain containing 2 Gene [Source:MGI (curated);Acc:MGI:3647874]"
ENSMUSG00000015354	Pcolce2	1451527_at	7.09	6.4448E-01	1.08	4.4571E-01	0	1	N/A	protein_coding	9	95538020	procollagen C-endopeptidase enhancer 2 Gene [Source:MGI (curated);Acc:MGI:1923727]
ENSMUSG00000028102	Pex11b	1451213_at	7.78	6.4458E-01	0.99	4.4574E-01	0	2	N/A	protein_coding	3	96439299	peroxisomal biogenesis factor 11 beta Gene [Source:MGI (curated);Acc:MGI:1338882]
ENSMUSG00000032965	Ift57	1418929_at	9.55	6.4475E-01	0.98	4.4583E-01	0	1	N/A	protein_coding	16	49699346	intraflagellar transport 57 homolog (Chlamydomonas) Gene [Source:MGI (curated);Acc:MGI:1921166]
ENSMUSG00000018932	Map2k3	1425456_a_at	6.38	6.4488E-01	1.02	4.4588E-01	0	2	N/A	protein_coding	11	60745535	mitogen-activated protein kinase kinase 3 Gene [Source:MGI (curated);Acc:MGI:1346868]
ENSMUSG00000050379	Sept6	1424181_at	5.80	6.4518E-01	1.02	4.4599E-01	0	5	N/A	protein_coding	X	34443352	septin 6 Gene [Source:MGI (curated);Acc:MGI:1888939]
ENSMUSG00000032062	2310030G06Rik	1449357_at	6.07	6.4534E-01	1.02	4.4599E-01	0	1	N/A	protein_coding	9	50547796	RIKEN cDNA 2310030G06 gene Gene [Source:MGI Symbol;Acc:MGI:1914202]
ENSMUSG00000024780	Cdc37l1	1417740_at	8.67	6.4540E-01	1.03	4.4599E-01	0	2	N/A	protein_coding	19	29064984	cell division cycle 37 homolog (S. cerevisiae)-like 1 Gene [Source:MGI Symbol;Acc:MGI:1914322]
ENSMUSG00000024059	Clip4	1453278_a_at	9.72	6.4520E-01	0.98	4.4599E-01	0	3	N/A	protein_coding	17	72131287	"CAP-GLY domain containing linker protein family, member 4 Gene [Source:MGI Symbol;Acc:MGI:1919100]"
ENSMUSG00000005481	Ddx39	1451065_a_at	8.11	6.4536E-01	1.02	4.4599E-01	0	2	N/A	protein_coding	8	86239076	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39 Gene [Source:MGI (curated);Acc:MGI:1915528]
ENSMUSG00000031592	Pcm1	1418524_at	8.41	6.4528E-01	0.96	4.4599E-01	0	2	N/A	protein_coding	8	42325127	pericentriolar material 1 Gene [Source:MGI Symbol;Acc:MGI:1277958]
ENSMUSG00000030082	Sec61a1	1416189_a_at	9.82	6.4525E-01	0.98	4.4599E-01	0	6	N/A	protein_coding	6	88453595	Sec61 alpha 1 subunit (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1858417]
ENSMUSG00000028437	Ubap1	1423185_a_at	8.68	6.4560E-01	1.02	4.4609E-01	0	2	N/A	protein_coding	4	41296029	ubiquitin-associated protein 1 Gene [Source:MGI (curated);Acc:MGI:2149543]
ENSMUSG00000060166	Zdhhc8	1451476_at	8.35	6.4568E-01	0.98	4.4612E-01	0	2	N/A	protein_coding	16	18220847	"zinc finger, DHHC domain containing 8 Gene [Source:MGI Symbol;Acc:MGI:1338012]"
ENSMUSG00000005907	Pex1	1428716_at	8.55	6.4575E-01	1.01	4.4612E-01	0	2	N/A	protein_coding	5	3596066	peroxisomal biogenesis factor 1 Gene [Source:MGI (curated);Acc:MGI:1918632]
ENSMUSG00000031776	Arl2bp	1417112_at	10.76	6.4584E-01	0.98	4.4613E-01	0	2	N/A	protein_coding	8	97190551	ADP-ribosylation factor-like 2 binding protein Gene [Source:MGI Symbol;Acc:MGI:1349429]
ENSMUSG00000061410	Zcchc14	1418169_at	8.67	6.4586E-01	1.02	4.4613E-01	0	3	N/A	protein_coding	8	124122603	"zinc finger, CCHC domain containing 14 Gene [Source:MGI (curated);Acc:MGI:2159407]"
ENSMUSG00000028863	Meaf6	1432447_a_at	8.61	6.4593E-01	1.02	4.4614E-01	0	2	N/A	protein_coding	4	124762378	MYST/Esa1-associated factor 6 Gene [Source:MGI (curated);Acc:MGI:1917338]
ENSMUSG00000021054	Sgpp1	1420821_at	7.47	6.4604E-01	1.02	4.4619E-01	0	1	N/A	protein_coding	12	76815256	sphingosine-1-phosphate phosphatase 1 Gene [Source:MGI Symbol;Acc:MGI:2135760]
ENSMUSG00000073393	B230354K17Rik	1424516_at	9.25	6.4611E-01	1.02	4.4619E-01	0	2	N/A	protein_coding	17	45570801	RIKEN cDNA B230354K17 gene Gene [Source:MGI Symbol;Acc:MGI:2443272]
ENSMUSG00000058441	Panx2	1440350_at	7.68	6.4615E-01	0.97	4.4619E-01	0	1	N/A	protein_coding	15	88890164	pannexin 2 Gene [Source:MGI (curated);Acc:MGI:1890615]
ENSMUSG00000027184	Caprin1	1416463_at	8.53	6.4630E-01	1.03	4.4621E-01	0	4	N/A	protein_coding	2	103603098	cell cycle associated protein 1 Gene [Source:MGI (curated);Acc:MGI:1858234]
ENSMUSG00000039959	Hip1	1424756_at	7.06	6.4639E-01	1.02	4.4621E-01	0	3	N/A	protein_coding	5	135882410	huntingtin interacting protein 1 Gene [Source:MGI Symbol;Acc:MGI:1099804]
ENSMUSG00000079111	Kdelr2	1417204_at	8.53	6.4644E-01	0.97	4.4621E-01	0	2	N/A	protein_coding	5	144165505	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2 Gene [Source:MGI Symbol;Acc:MGI:1914163]
ENSMUSG00000045210	Vcpip1	1456607_at	8.29	6.4635E-01	1.04	4.4621E-01	0	2	N/A	protein_coding	1	9708703	valosin containing protein (p97)/p47 complex interacting protein 1 Gene [Source:MGI (curated);Acc:MGI:1917925]
ENSMUSG00000039130	Zc3hc1	1426654_at	8.01	6.4629E-01	0.98	4.4621E-01	0	1	N/A	protein_coding	6	30316380	"zinc finger, C3HC type 1 Gene [Source:MGI (curated);Acc:MGI:1916023]"
ENSMUSG00000063358	Mapk1	1432356_at	6.62	6.4652E-01	1.03	4.4623E-01	0	3	N/A	protein_coding	16	16983475	mitogen-activated protein kinase 1 Gene [Source:MGI (curated);Acc:MGI:1346858]
ENSMUSG00000075324	Fign	1442873_at	5.66	6.4658E-01	1.07	4.4624E-01	0	2	N/A	protein_coding	2	63809564	fidgetin Gene [Source:MGI (curated);Acc:MGI:1890647]
ENSMUSG00000030881	Arfip2	1424240_at	9.49	6.4668E-01	0.99	4.4627E-01	0	2	N/A	protein_coding	7	112782717	ADP-ribosylation factor interacting protein 2 Gene [Source:MGI (curated);Acc:MGI:1924182]
ENSMUSG00000029686	Cul1	1448174_at	9.69	6.4676E-01	0.99	4.4629E-01	0	1	N/A	protein_coding	6	47403397	cullin 1 Gene [Source:MGI (curated);Acc:MGI:1349658]
ENSMUSG00000025085	Ablim1	1454708_at	9.31	6.4722E-01	0.97	4.4636E-01	0	2	N/A	protein_coding	19	57107223	actin-binding LIM protein 1 Gene [Source:MGI (curated);Acc:MGI:1194500]
ENSMUSG00000035919	Bbs9	1427341_at	6.68	6.4727E-01	0.98	4.4636E-01	0	1	N/A	protein_coding	9	22280159	Bardet-Biedl syndrome 9 (human) Gene [Source:MGI (curated);Acc:MGI:2442833]
ENSMUSG00000023272	Creld2	1452754_at	7.92	6.4691E-01	0.97	4.4636E-01	0	1	N/A	protein_coding	15	88650076	cysteine-rich with EGF-like domains 2 Gene [Source:MGI Symbol;Acc:MGI:1923987]
ENSMUSG00000068015	Lrch1	1442757_at	7.92	6.4705E-01	0.97	4.4636E-01	0	2	N/A	protein_coding	14	75154480	leucine-rich repeats and calponin homology (CH) domain containing 1 Gene [Source:MGI Symbol;Acc:MGI:2443390]
ENSMUSG00000036528	Ppfibp2	1417801_a_at	7.77	6.4700E-01	0.96	4.4636E-01	0	1	N/A	protein_coding	7	114738780	"PTPRF interacting protein, binding protein 2 (liprin beta 2) Gene [Source:MGI Symbol;Acc:MGI:894649]"
ENSMUSG00000025982	Sf3b1	1418562_at	10.68	6.4732E-01	0.96	4.4636E-01	0	3	N/A	protein_coding	1	55042016	"splicing factor 3b, subunit 1 Gene [Source:MGI Symbol;Acc:MGI:1932339]"
ENSMUSG00000021909	Tnnc1	1418370_at	7.03	6.4730E-01	0.93	4.4636E-01	0	1	N/A	protein_coding	14	32021498	"troponin C, cardiac/slow skeletal Gene [Source:MGI (curated);Acc:MGI:98779]"
ENSMUSG00000020561	Twistnb	1428634_at	7.19	6.4717E-01	0.97	4.4636E-01	0	1	N/A	protein_coding	12	34114509	TWIST neighbor Gene [Source:MGI Symbol;Acc:MGI:106292]
